SampleID	AMP23-06	AMP23-19	AMP23-22	AMP23-23	AMP23-27	AMP23-28	AMP23-29	AMP23-30	AMP23-34	AMP23-50	AMP23-58	AMP23-60	AMP23-91	AMP23-10	AMP23-13	AMP23-42	AMP23-43	AMP23-45	AMP23-46	AMP23-78	AMP23-81	AMP23-84	AMP23-93	AMP23-94	AMP23-05	AMP23-26	AMP23-92	AMP23-01	AMP23-02	AMP23-03	AMP23-04	AMP23-07	AMP23-08	AMP23-09	AMP23-12	AMP23-14	AMP23-15	AMP23-16	AMP23-17	AMP23-20	AMP23-21	AMP23-31	AMP23-35	AMP23-36	AMP23-39	AMP23-40	AMP23-41	AMP23-44	AMP23-49	AMP23-51	AMP23-52	AMP23-53	AMP23-54	AMP23-55	AMP23-61	AMP23-67	AMP23-69	AMP23-72	AMP23-74	AMP23-75	AMP23-77	AMP23-79	AMP23-83	AMP23-89	AMP23-90
AMP23-06	0	0.222762272	0.237685457	0.172387809	0.186816648	0.392494977	0.272305846	0.164389297	0.211767927	0.266460389	0.121779725	0.331075013	0.237553388	0.211482435	0.11650268	0.342850149	0.348368078	0.214219436	0.231962621	0.151005924	0.301962465	0.567690372	0.190722853	0.538805544	0.076847628	0.354710162	0.209478423	0.209596097	0.343017578	0.175776184	0.230994716	0.269622862	0.229875356	0.131765202	0.166507885	0.199856982	0.234006226	0.237664729	0.238889992	0.15205048	0.470344037	0.142758399	0.377230883	0.370668739	0.573313773	0.325539142	0.211827606	0.622612596	0.230203718	0.24678129	0.204885364	0.271121621	0.562792957	0.218791634	0.303528368	0.172334626	0.105700709	0.253531098	0.202637225	0.129464358	0.563525677	0.155352905	0.125358537	0.288776129	0.530052423
AMP23-19	0.222762272	0	0.084431544	0.306789428	0.172362715	0.184844464	0.120481133	0.147140577	0.144162849	0.187030435	0.211698368	0.142809018	0.254447222	0.161351562	0.135616854	0.209761456	0.297748804	0.08193358	0.279205322	0.178327635	0.250981688	0.355803639	0.150807351	0.327952683	0.221293181	0.212895155	0.195702836	0.279947132	0.176365972	0.217834398	0.132824644	0.145542488	0.115720108	0.133242965	0.199136332	0.157838076	0.103262268	0.039040927	0.185937405	0.182468504	0.26213026	0.158976898	0.204238921	0.155071318	0.35530594	0.107337818	0.160285756	0.406136543	0.196603492	0.153555557	0.161545426	0.070590772	0.351356	0.25702396	0.229660824	0.181675225	0.266648769	0.238615066	0.21543467	0.227331877	0.351917475	0.153199345	0.191303343	0.095437452	0.319575518
AMP23-22	0.237685457	0.084431544	0	0.28773272	0.215780944	0.17254068	0.172878847	0.194803417	0.184701711	0.235302329	0.240610093	0.191082612	0.29057157	0.206296131	0.170663968	0.258687764	0.341789693	0.138084501	0.31469807	0.21782428	0.287753046	0.371855289	0.197386667	0.345915377	0.243059099	0.261652172	0.233607262	0.321149886	0.22640574	0.254713625	0.185482547	0.193018645	0.169415921	0.171907842	0.241250589	0.205125228	0.163749129	0.072230056	0.232279509	0.227788031	0.284217954	0.189732581	0.256605208	0.147378713	0.357342839	0.117362052	0.212054476	0.415367842	0.24192138	0.201393008	0.209320202	0.063147202	0.360814512	0.292556554	0.27524063	0.230724037	0.28900364	0.277153313	0.25439167	0.250537634	0.363375366	0.195694461	0.226670474	0.110186711	0.335259616
AMP23-23	0.172387809	0.306789428	0.28773272	0	0.32934016	0.407853186	0.382742196	0.285399973	0.323833197	0.393777281	0.257794678	0.434019685	0.379665613	0.350625187	0.258036077	0.467226505	0.487332612	0.329939753	0.383787572	0.285147935	0.442078769	0.63970077	0.319829911	0.611782789	0.230656683	0.474775583	0.349991232	0.349608064	0.451638728	0.330187231	0.364438355	0.393144339	0.354269028	0.274265856	0.320047647	0.34032324	0.354650438	0.29618147	0.374019057	0.293189049	0.546858191	0.236099452	0.489891946	0.41415906	0.625233948	0.38750422	0.336160928	0.683159471	0.366474658	0.376753122	0.340782851	0.33074066	0.628106713	0.352336735	0.438698947	0.300666928	0.242139623	0.390597343	0.347913533	0.196657732	0.629888117	0.289564699	0.263003469	0.367557973	0.604638219
AMP23-27	0.186816648	0.172362715	0.215780944	0.32934016	0	0.31973049	0.14325352	0.099398077	0.08327435	0.114937298	0.116644703	0.185866654	0.115297332	0.069039993	0.102771677	0.181386426	0.201864555	0.11597009	0.134783164	0.079161979	0.147965804	0.431244254	0.06855768	0.403567791	0.139672741	0.193741351	0.061342128	0.183173001	0.209559873	0.141786098	0.116706133	0.121434733	0.108390033	0.09345755	0.0823109	0.061825957	0.123561732	0.193781435	0.084355608	0.07743714	0.342415482	0.161116391	0.223986402	0.282940686	0.458192736	0.230681822	0.07763914	0.495765746	0.072548904	0.096058689	0.067303509	0.209259629	0.433721423	0.116236009	0.151442781	0.081666589	0.181017131	0.106927238	0.073228531	0.191023275	0.43136847	0.05822799	0.107237011	0.186035246	0.392681688
AMP23-28	0.392494977	0.184844464	0.17254068	0.407853186	0.31973049	0	0.207212955	0.312516034	0.262182415	0.311951786	0.382733494	0.218922496	0.395812303	0.302519858	0.314172685	0.302131861	0.418892503	0.231597111	0.427998096	0.349089265	0.379787266	0.274501801	0.310298562	0.262501121	0.396500051	0.298359007	0.340466946	0.458379865	0.239649728	0.393983006	0.278389782	0.265950352	0.258758277	0.31096831	0.375543058	0.312996149	0.238145128	0.16634798	0.321690053	0.354271412	0.226051271	0.31273219	0.269028485	0.05938961	0.236278594	0.107360154	0.301880926	0.296626449	0.335507959	0.286563933	0.310193181	0.146141782	0.249485821	0.396320075	0.356295675	0.352649808	0.440072805	0.376537859	0.367608011	0.385775328	0.259788156	0.323411644	0.363930792	0.160531119	0.242400303
AMP23-29	0.272305846	0.120481133	0.172878847	0.382742196	0.14325352	0.207212955	0	0.152406201	0.104995847	0.140380681	0.226374507	0.108112864	0.23491852	0.141609684	0.169768766	0.155571669	0.2484207	0.094979845	0.265338212	0.18738994	0.225979045	0.316432238	0.141696051	0.306658298	0.249151438	0.147022888	0.173091695	0.293210864	0.176184997	0.240256056	0.14878048	0.117091	0.107765093	0.161949888	0.209377468	0.145435154	0.0935551	0.143983006	0.151466861	0.189073458	0.261562765	0.189778939	0.156450808	0.173600852	0.335714877	0.128267184	0.123346359	0.371812075	0.154621571	0.125257179	0.134413928	0.149503261	0.315542608	0.232834965	0.192968786	0.189273074	0.293504894	0.212125495	0.196533844	0.265535474	0.320702165	0.159786761	0.207347751	0.112724684	0.270037085
AMP23-30	0.164389297	0.147140577	0.194803417	0.285399973	0.099398077	0.312516034	0.152406201	0	0.087452166	0.142562389	0.099715345	0.213242069	0.176590234	0.12503545	0.075307988	0.21532464	0.244513378	0.113676243	0.200064987	0.0722479	0.210913524	0.458115309	0.064553037	0.429964513	0.125276536	0.224504635	0.121504873	0.168080494	0.246903971	0.147990555	0.152554929	0.157846361	0.131758884	0.075343706	0.09579844	0.107632823	0.136778638	0.17008473	0.124107122	0.072814859	0.364507586	0.074554957	0.254515171	0.286410838	0.475734174	0.230544224	0.081767745	0.518355072	0.119380526	0.134509668	0.101917699	0.199981809	0.454885066	0.171785176	0.195180103	0.059188545	0.149062261	0.159791961	0.126635	0.130356103	0.455398649	0.060926568	0.073088646	0.199939117	0.416438073
AMP23-34	0.211767927	0.144162849	0.184701711	0.323833197	0.08327435	0.262182415	0.104995847	0.087452166	0	0.113325737	0.145064414	0.151503935	0.159512311	0.095342457	0.112942576	0.170523375	0.226577699	0.094209842	0.1894328	0.108305015	0.184063643	0.393731385	0.075959764	0.367167056	0.176447615	0.178114161	0.09557952	0.236375973	0.193353891	0.196507007	0.142810106	0.115205891	0.092555963	0.114366636	0.144305527	0.100687884	0.114941642	0.165388301	0.097817615	0.114709906	0.303794652	0.129929572	0.196583077	0.233627528	0.408115596	0.186025739	0.084327966	0.452322453	0.098161116	0.103102833	0.087418534	0.174735129	0.389579207	0.151248753	0.174945354	0.115411401	0.217567623	0.139219597	0.116944492	0.196647435	0.390619636	0.091834627	0.13329871	0.13892971	0.350857139
AMP23-50	0.266460389	0.187030435	0.235302329	0.393777281	0.114937298	0.311951786	0.140380681	0.142562389	0.113325737	0	0.185496509	0.145139456	0.115237929	0.088309184	0.16764304	0.100554034	0.145668343	0.125559747	0.146763831	0.147452071	0.11575672	0.382237405	0.110114567	0.356337219	0.216130733	0.108228862	0.092823431	0.226580709	0.173378423	0.188723996	0.135209754	0.07401184	0.09493228	0.156529561	0.149844795	0.100368507	0.124200813	0.209628791	0.055096738	0.140844017	0.303083688	0.188195288	0.153968692	0.277125657	0.414573431	0.224105999	0.087621436	0.44713074	0.073147707	0.046294238	0.079964019	0.21636492	0.385968655	0.116100267	0.084794544	0.139905557	0.244290739	0.088431053	0.109249234	0.247041136	0.384701043	0.13951388	0.170761019	0.179152325	0.343452632
AMP23-58	0.121779725	0.211698368	0.240610093	0.257794678	0.116644703	0.382733494	0.226374507	0.099715345	0.145064414	0.185496509	0	0.274866968	0.163531587	0.1544815	0.08932519	0.27088511	0.259261817	0.178759888	0.168048948	0.057929106	0.225024432	0.527172029	0.101940833	0.498572946	0.068148561	0.279235691	0.132994786	0.15828447	0.307720214	0.144393325	0.192183107	0.215750903	0.179526106	0.096755892	0.102432497	0.135773256	0.204525828	0.23060526	0.161245584	0.071648628	0.429419577	0.117468737	0.316324174	0.355345637	0.544301033	0.302145839	0.13084279	0.588215411	0.144263938	0.182447419	0.131606936	0.25759843	0.524021566	0.137187451	0.219031349	0.085299999	0.098486543	0.173742145	0.12955831	0.120233402	0.524373531	0.075849712	0.04614928	0.25490579	0.485476255
AMP23-60	0.331075013	0.142809018	0.191082612	0.434019685	0.185866654	0.218922496	0.108112864	0.213242069	0.151503935	0.145139456	0.274866968	0	0.214915022	0.161724091	0.226466551	0.111932993	0.226970017	0.131796062	0.248802409	0.230113775	0.185163677	0.2595146	0.181364387	0.234120518	0.302516967	0.108941332	0.189524382	0.343137234	0.13110505	0.280129641	0.15835835	0.10013105	0.129573703	0.215024099	0.25080964	0.179669544	0.141202986	0.161417723	0.167680547	0.233781323	0.179807723	0.253299385	0.086503878	0.178740323	0.283365488	0.133209884	0.183099851	0.321471155	0.191660926	0.120671831	0.17597343	0.149859577	0.259957701	0.237669781	0.161521375	0.238515511	0.346226782	0.19995594	0.221560866	0.325891495	0.260370404	0.203999668	0.260138303	0.113363184	0.217090949
AMP23-91	0.237553388	0.254447222	0.29057157	0.379665613	0.115297332	0.395812303	0.23491852	0.176590234	0.159512311	0.115237929	0.163531587	0.214915022	0	0.134611487	0.183020517	0.164734408	0.137942716	0.202097937	0.047782127	0.126989961	0.093119524	0.459379405	0.140725866	0.433377534	0.190683186	0.171666428	0.095845915	0.210792914	0.254323721	0.194064662	0.189089879	0.164568588	0.170020446	0.176606327	0.138029143	0.138703302	0.213476926	0.273853004	0.112856552	0.124820754	0.371411413	0.230676949	0.22201857	0.360242516	0.490574598	0.308288306	0.149786741	0.524832189	0.103197649	0.133030608	0.13014482	0.281900436	0.463504136	0.054749113	0.097467631	0.14266248	0.212018505	0.045946572	0.088223301	0.236288786	0.461110473	0.134962842	0.158191413	0.250175864	0.419797033
AMP23-10	0.211482435	0.161351562	0.206296131	0.350625187	0.069039993	0.302519858	0.141609684	0.12503545	0.095342457	0.088309184	0.1544815	0.161724091	0.134611487	0	0.111399338	0.155359179	0.18459101	0.100152761	0.152519271	0.116675444	0.130166337	0.402464986	0.09128958	0.373307168	0.167962089	0.1704676	0.062933192	0.197145402	0.171965554	0.13755995	0.081884816	0.080544658	0.066933274	0.094515316	0.101313062	0.038374208	0.102623492	0.183881685	0.055266533	0.103602082	0.310122043	0.169593796	0.191234857	0.268054843	0.429005891	0.217417136	0.089727625	0.465726256	0.077251822	0.06007874	0.047007948	0.195492759	0.403958887	0.138398126	0.126510561	0.110896766	0.208957136	0.116949126	0.085746773	0.212931246	0.401279986	0.100871794	0.130723447	0.16640301	0.365292549
AMP23-13	0.11650268	0.135616854	0.170663968	0.258036077	0.102771677	0.314172685	0.169768766	0.075307988	0.112942576	0.16764304	0.08932519	0.226466551	0.183020517	0.111399338	0	0.237910464	0.257802099	0.109515883	0.198256776	0.085198827	0.210578308	0.466974407	0.087235726	0.438448519	0.089447491	0.249245048	0.119727649	0.167741895	0.243817762	0.117805615	0.132706031	0.164610699	0.121872172	0.031386118	0.096974224	0.098184757	0.135612473	0.15647091	0.139755383	0.085338503	0.36948505	0.079614848	0.270394623	0.285744756	0.479402155	0.234907225	0.116029449	0.524221718	0.135459349	0.141914532	0.105809391	0.187417716	0.463302493	0.181672603	0.204209998	0.089067765	0.136938438	0.170811132	0.12834765	0.126047269	0.463836908	0.070469819	0.064189337	0.195462182	0.42880553
AMP23-42	0.342850149	0.209761456	0.258687764	0.467226505	0.181386426	0.302131861	0.155571669	0.21532464	0.170523375	0.100554034	0.27088511	0.111932993	0.164734408	0.155359179	0.237910464	0	0.151738331	0.161786303	0.197176248	0.226441979	0.131053329	0.319789261	0.182212263	0.309464455	0.296226054	0.035347287	0.170500338	0.306370407	0.165378049	0.257006764	0.159411728	0.104933985	0.135430396	0.222263575	0.22491239	0.169647023	0.144861355	0.233065218	0.135612383	0.222587407	0.262307912	0.265133023	0.110160172	0.262988716	0.357037961	0.220777631	0.167994201	0.377187997	0.154240623	0.112251535	0.160556406	0.230336502	0.324140579	0.195638493	0.094935089	0.22756283	0.333588451	0.150590166	0.191708252	0.334421158	0.327679098	0.211011276	0.2543616	0.189161777	0.28458488
AMP23-43	0.348368078	0.297748804	0.341789693	0.487332612	0.201864555	0.418892503	0.2484207	0.244513378	0.226577699	0.145668343	0.259261817	0.226970017	0.137942716	0.18459101	0.257802099	0.151738331	0	0.241108537	0.150428444	0.226860747	0.104359247	0.43455559	0.205624908	0.418586254	0.290101737	0.153740332	0.176416084	0.263742805	0.270927131	0.246793211	0.228261843	0.194029853	0.212359861	0.246495858	0.218362629	0.19060646	0.240185186	0.319020092	0.159035102	0.223902956	0.368754417	0.294039071	0.214980185	0.379942387	0.478048056	0.326189458	0.189262614	0.499122113	0.156420678	0.172601879	0.182141334	0.319702476	0.445568174	0.170619205	0.090763398	0.224471092	0.309500486	0.132726535	0.180009112	0.324631572	0.443370402	0.223230645	0.250130981	0.280329198	0.398251086
AMP23-45	0.214219436	0.08193358	0.138084501	0.329939753	0.11597009	0.231597111	0.094979845	0.113676243	0.094209842	0.125559747	0.178759888	0.131796062	0.202097937	0.100152761	0.109515883	0.161786303	0.241108537	0	0.224277392	0.140505999	0.194801539	0.363304526	0.097939871	0.335915297	0.192193076	0.174153522	0.138400093	0.244576082	0.153825045	0.180213407	0.096809782	0.086894073	0.057879683	0.098565638	0.154356256	0.097618222	0.054201625	0.111299202	0.124620557	0.138035014	0.271447659	0.139840245	0.182419032	0.195555061	0.377155662	0.140533149	0.10814207	0.420529336	0.140979826	0.092455789	0.103616178	0.12461479	0.360695451	0.203432366	0.173188478	0.140588507	0.238137171	0.185721621	0.159840539	0.218032107	0.361682266	0.115051545	0.154010817	0.116975278	0.325931817
AMP23-46	0.231962621	0.279205322	0.31469807	0.383787572	0.134783164	0.427998096	0.265338212	0.200064987	0.1894328	0.146763831	0.168048948	0.248802409	0.047782127	0.152519271	0.198256776	0.197176248	0.150428444	0.224277392	0	0.143104106	0.112380162	0.491125464	0.163970336	0.463858902	0.185462445	0.206316441	0.11372897	0.19975923	0.278593332	0.187712282	0.200506404	0.189116046	0.189530924	0.191684321	0.137385428	0.153032541	0.235131711	0.299437582	0.13305454	0.138088778	0.401927024	0.249780044	0.248304158	0.3910034	0.52417177	0.338840425	0.179079175	0.55758512	0.129466444	0.158326387	0.149506852	0.309175074	0.496318549	0.074477293	0.120795079	0.16230759	0.204129606	0.077767871	0.095766947	0.247307822	0.492848426	0.158006698	0.169442713	0.280636728	0.452260047
AMP23-78	0.151005924	0.178327635	0.21782428	0.285147935	0.079161979	0.349089265	0.18738994	0.0722479	0.108305015	0.147452071	0.057929106	0.230113775	0.126989961	0.116675444	0.085198827	0.226441979	0.226860747	0.140505999	0.143104106	0	0.186515689	0.483934999	0.05677953	0.455706924	0.099061526	0.234790519	0.091035917	0.165264696	0.267002404	0.146681964	0.158167511	0.172559619	0.143320307	0.083369702	0.07805635	0.095723093	0.167825714	0.200093523	0.11847087	0.03066867	0.387922436	0.128158271	0.272473603	0.31921348	0.503311396	0.263997436	0.095267959	0.545616388	0.101906113	0.140466407	0.092375793	0.2239182	0.482080698	0.117696978	0.184250683	0.053046674	0.13321951	0.13417989	0.097055733	0.132944658	0.482105583	0.037040807	0.053050689	0.21632947	0.441672325
AMP23-81	0.301962465	0.250981688	0.287753046	0.442078769	0.147965804	0.379787266	0.225979045	0.210913524	0.184063643	0.11575672	0.225024432	0.185163677	0.093119524	0.130166337	0.210578308	0.131053329	0.104359247	0.194801539	0.112380162	0.186515689	0	0.392651737	0.164454699	0.367740244	0.249507129	0.145006344	0.122893497	0.249693438	0.224823356	0.206949577	0.1764092	0.143543959	0.166827276	0.194627896	0.17572318	0.137542292	0.201209411	0.269030333	0.111269653	0.185387313	0.310606301	0.262917817	0.16996327	0.33940351	0.436805993	0.28774333	0.152558535	0.459608734	0.116703004	0.124677129	0.132886991	0.266681701	0.400282353	0.138326734	0.061239697	0.191895232	0.280882716	0.089862913	0.134451643	0.29299134	0.396701425	0.174595505	0.215466589	0.233499348	0.355410099
AMP23-84	0.567690372	0.355803639	0.371855289	0.63970077	0.431244254	0.274501801	0.316432238	0.458115309	0.393731385	0.382237405	0.527172029	0.2595146	0.459379405	0.402464986	0.466974407	0.319789261	0.43455559	0.363304526	0.491125464	0.483934999	0.392651737	0	0.432798773	0.053526215	0.548428178	0.313601613	0.436940432	0.583453	0.254616857	0.513270319	0.382940918	0.330609709	0.369660616	0.456435353	0.494506985	0.424545348	0.351860791	0.355126083	0.409274608	0.485167325	0.108188868	0.489334345	0.25088048	0.251385599	0.101754703	0.263527334	0.420416594	0.079741657	0.433246851	0.367091	0.422921479	0.320655942	0.055758901	0.483478695	0.38694942	0.487721771	0.593798161	0.44238165	0.467758566	0.564852655	0.041272637	0.455392689	0.507673323	0.297093153	0.054182783
AMP23-93	0.190722853	0.150807351	0.197386667	0.319829911	0.06855768	0.310298562	0.141696051	0.064553037	0.075959764	0.110114567	0.101940833	0.181364387	0.140725866	0.09128958	0.087235726	0.182212263	0.205624908	0.097939871	0.163970336	0.05677953	0.164454699	0.432798773	0	0.405758828	0.139009267	0.190888241	0.071875148	0.182427868	0.218655422	0.150010303	0.131161496	0.125694871	0.107547604	0.084851369	0.089899383	0.071872249	0.125058904	0.174455419	0.083283275	0.063166715	0.339163363	0.126128674	0.22341913	0.277641892	0.454823494	0.220662907	0.061228354	0.49541685	0.07764785	0.096869394	0.063904099	0.191398799	0.432863861	0.138641462	0.157680482	0.066293657	0.174528122	0.121574618	0.091192104	0.169605032	0.433201432	0.04754661	0.093945801	0.177529424	0.391234279
AMP23-94	0.538805544	0.327952683	0.345915377	0.611782789	0.403567791	0.262501121	0.306658298	0.429964513	0.367167056	0.356337219	0.498572946	0.234120518	0.433377534	0.373307168	0.438448519	0.309464455	0.418586254	0.335915297	0.463858902	0.455706924	0.367740244	0.053526215	0.405758828	0	0.51970768	0.305968702	0.409020066	0.553780675	0.232546389	0.482802749	0.354935169	0.303539097	0.341309667	0.42731443	0.463685572	0.394726604	0.330485642	0.327146381	0.379280478	0.456144869	0.078600533	0.46199131	0.222559214	0.236675829	0.130261332	0.240207478	0.392683655	0.121364437	0.406436294	0.33795321	0.393670291	0.293685317	0.085057855	0.457410604	0.364216596	0.458354384	0.56481266	0.416481495	0.439119041	0.536142886	0.046320826	0.427359194	0.478018522	0.271513671	0.072803594
AMP23-05	0.076847628	0.221293181	0.243059099	0.230656683	0.139672741	0.396500051	0.249151438	0.125276536	0.176447615	0.216130733	0.068148561	0.302516967	0.190683186	0.167962089	0.089447491	0.296226054	0.290101737	0.192193076	0.185462445	0.099061526	0.249507129	0.548428178	0.139009267	0.51970768	0	0.308280468	0.156581283	0.158053502	0.32045728	0.131829262	0.197717682	0.234699935	0.192650646	0.101981848	0.107160166	0.149466768	0.215471223	0.239000395	0.184565231	0.095311597	0.450968027	0.128171861	0.337790221	0.36918503	0.562323451	0.319582939	0.164725766	0.607066393	0.172707558	0.203746572	0.150597021	0.268653482	0.545007467	0.171599537	0.251520187	0.117312938	0.05900985	0.200819686	0.14796944	0.106948353	0.544948339	0.110768139	0.067493118	0.27415359	0.509582996
AMP23-26	0.354710162	0.212895155	0.261652172	0.474775583	0.193741351	0.298359007	0.147022888	0.224504635	0.178114161	0.108228862	0.279235691	0.108941332	0.171666428	0.1704676	0.249245048	0.035347287	0.153740332	0.174153522	0.206316441	0.234790519	0.145006344	0.313601613	0.190888241	0.305968702	0.308280468	0	0.178838044	0.316456854	0.182335481	0.271888673	0.178313047	0.119347781	0.149404645	0.235444903	0.237526372	0.183471948	0.162051588	0.236708134	0.145145416	0.231643528	0.260865748	0.273579568	0.111703701	0.261334062	0.351248115	0.218569413	0.175695479	0.371240705	0.158022255	0.126076892	0.173617572	0.231869787	0.317993373	0.199733689	0.105245575	0.234047011	0.341535509	0.157469586	0.199047267	0.340343595	0.322583586	0.221583799	0.263493299	0.186824337	0.27632758
AMP23-92	0.209478423	0.195702836	0.233607262	0.349991232	0.061342128	0.340466946	0.173091695	0.121504873	0.09557952	0.092823431	0.132994786	0.189524382	0.095845915	0.062933192	0.119727649	0.170500338	0.176416084	0.138400093	0.11372897	0.091035917	0.122893497	0.436940432	0.071875148	0.409020066	0.156581283	0.178838044	0	0.178836972	0.215352744	0.144106627	0.125806615	0.115957439	0.103511579	0.110212646	0.083539203	0.062484168	0.148320079	0.216046602	0.051598854	0.08281716	0.345724612	0.176232442	0.216951638	0.306214273	0.465883315	0.253857344	0.091408491	0.501894891	0.051318299	0.081938334	0.056420866	0.227444574	0.439996004	0.099361926	0.129669651	0.090905868	0.184459582	0.075341105	0.035364844	0.201643452	0.436864585	0.083694249	0.12027064	0.196056053	0.398240238
AMP23-01	0.209596097	0.279947132	0.321149886	0.349608064	0.183173001	0.458379865	0.293210864	0.168080494	0.236375973	0.226580709	0.15828447	0.343137234	0.210792914	0.197145402	0.167741895	0.306370407	0.263742805	0.244576082	0.19975923	0.165264696	0.249693438	0.583453	0.182427868	0.553780675	0.158053502	0.316456854	0.178836972	0	0.344993323	0.092083238	0.219521016	0.263676465	0.236327782	0.159713104	0.111389123	0.175984561	0.248718858	0.30048424	0.195276871	0.153002948	0.492247581	0.192216441	0.350884467	0.428794414	0.611296117	0.373601198	0.191583261	0.646239996	0.177822992	0.234030172	0.181381747	0.33346656	0.586073756	0.209658772	0.243586406	0.140764728	0.137792081	0.202690139	0.161634758	0.197621107	0.580111921	0.17218788	0.147027671	0.333415776	0.547684848
AMP23-02	0.343017578	0.176365972	0.22640574	0.451638728	0.209559873	0.239649728	0.176184997	0.246903971	0.193353891	0.173378423	0.307720214	0.13110505	0.254323721	0.171965554	0.243817762	0.165378049	0.270927131	0.153825045	0.278593332	0.267002404	0.224823356	0.254616857	0.218655422	0.232546389	0.32045728	0.182335481	0.215352744	0.344993323	0	0.272521496	0.146504432	0.119706832	0.154269397	0.229966283	0.261961073	0.196173176	0.136472717	0.190345004	0.1902069	0.263050497	0.178432524	0.283150166	0.133521691	0.204388887	0.28325519	0.177364007	0.208558127	0.31597966	0.214505523	0.146512464	0.19752489	0.18684791	0.261084974	0.268663406	0.20458205	0.265978217	0.364253521	0.232286379	0.242195368	0.350374013	0.260422081	0.239676237	0.286533058	0.161826774	0.224589795
AMP23-03	0.175776184	0.217834398	0.254713625	0.330187231	0.141786098	0.393983006	0.240256056	0.147990555	0.196507007	0.188723996	0.144393325	0.280129641	0.194064662	0.13755995	0.117805615	0.257006764	0.246793211	0.180213407	0.187712282	0.146681964	0.206949577	0.513270319	0.150010303	0.482802749	0.131829262	0.271888673	0.144106627	0.092083238	0.272521496	0	0.144464239	0.19700855	0.17426382	0.111508876	0.082412772	0.119728565	0.18134363	0.238571808	0.154281482	0.13359791	0.4213036	0.16429466	0.295693219	0.361506224	0.539304793	0.308382809	0.160333127	0.575041413	0.150879875	0.177472919	0.137480065	0.266105026	0.515571117	0.201527327	0.207132712	0.137058035	0.150474429	0.186065704	0.138825431	0.192901433	0.5100137	0.140529111	0.125394434	0.269714117	0.478656381
AMP23-04	0.230994716	0.132824644	0.185482547	0.364438355	0.116706133	0.278389782	0.14878048	0.152554929	0.142810106	0.135209754	0.192183107	0.15835835	0.189089879	0.081884816	0.132706031	0.159411728	0.228261843	0.096809782	0.200506404	0.158167511	0.1764092	0.382940918	0.131161496	0.354935169	0.197717682	0.178313047	0.125806615	0.219521016	0.146504432	0.144464239	0	0.092979729	0.083625048	0.11492829	0.138552845	0.07939443	0.080208384	0.156536147	0.11835146	0.147705197	0.290751785	0.188529879	0.18629463	0.238552377	0.407788843	0.191504583	0.132431746	0.44425106	0.134866253	0.100264423	0.09882535	0.171802461	0.38434422	0.198602721	0.153529868	0.152918562	0.238128617	0.173905551	0.140835181	0.243677229	0.382503062	0.14133051	0.168262959	0.161718369	0.348690361
AMP23-07	0.269622862	0.145542488	0.193018645	0.393144339	0.121434733	0.265950352	0.117091	0.157846361	0.115205891	0.07401184	0.215750903	0.10013105	0.164568588	0.080544658	0.164610699	0.104933985	0.194029853	0.086894073	0.189116046	0.172559619	0.143543959	0.330609709	0.125694871	0.303539097	0.234699935	0.119347781	0.115957439	0.263676465	0.119706832	0.19700855	0.092979729	0	0.066499583	0.149551198	0.171250522	0.100272514	0.07632298	0.167717174	0.093446746	0.166061744	0.251282603	0.197259307	0.136599809	0.227755606	0.361148268	0.17810671	0.122664399	0.39479512	0.126528025	0.045213632	0.101348504	0.169444591	0.334761977	0.175706372	0.118439652	0.17108795	0.276387185	0.143171519	0.144594342	0.270530492	0.33134079	0.149682403	0.193730116	0.135495558	0.294274092
